"id","gid","departamento","localidad","wkt"
1331,1292,"TACUAREMBO","COLMAN","MULTIPOLYGON(((584638.79587 6441236.47258,584636.348695815 6441221.02173028,584629.246719719 6441207.08331739,584618.185132615 6441196.02173028,584604.246719719 6441188.91975418,584588.79587 6441186.47258,584573.345020281 6441188.91975418,584559.406607385 6441196.02173028,584548.345020281 6441207.08331739,584541.243044185 6441221.02173028,584538.79587 6441236.47258,584541.243044185 6441251.92342972,584548.345020281 6441265.86184261,584559.406607385 6441276.92342972,584573.345020281 6441284.02540581,584588.79587 6441286.47258,584604.246719719 6441284.02540581,584618.185132615 6441276.92342972,584629.246719719 6441265.86184261,584636.348695815 6441251.92342972,584638.79587 6441236.47258)))"
1332,1293,"TACUAREMBO","RINCON DE LOS MACHADO","MULTIPOLYGON(((588679.00732 6435367.38599,588676.560145815 6435351.93514028,588669.458169719 6435337.99672739,588658.396582615 6435326.93514028,588644.458169719 6435319.83316419,588629.00732 6435317.38599,588613.556470281 6435319.83316419,588599.618057385 6435326.93514028,588588.556470281 6435337.99672739,588581.454494185 6435351.93514028,588579.00732 6435367.38599,588581.454494185 6435382.83683972,588588.556470281 6435396.77525262,588599.618057385 6435407.83683972,588613.556470281 6435414.93881582,588629.00732 6435417.38599,588644.458169719 6435414.93881582,588658.396582615 6435407.83683972,588669.458169719 6435396.77525262,588676.560145815 6435382.83683972,588679.00732 6435367.38599)))"
1333,1294,"TACUAREMBO","ONCE CERROS","MULTIPOLYGON(((608213.7522 6436532.98142,608211.305025815 6436517.53057028,608204.203049719 6436503.59215739,608193.141462615 6436492.53057028,608179.203049719 6436485.42859419,608163.7522 6436482.98142,608148.301350281 6436485.42859419,608134.362937385 6436492.53057028,608123.301350281 6436503.59215739,608116.199374185 6436517.53057028,608113.7522 6436532.98142,608116.199374185 6436548.43226972,608123.301350281 6436562.37068261,608134.362937385 6436573.43226972,608148.301350281 6436580.53424582,608163.7522 6436582.98142,608179.203049719 6436580.53424582,608193.141462615 6436573.43226972,608204.203049719 6436562.37068261,608211.305025815 6436548.43226972,608213.7522 6436532.98142)))"
1334,1295,"TACUAREMBO","CERRO DEL ARBOLITO","MULTIPOLYGON(((603564.02257 6452598.53021,603561.575395815 6452583.07936028,603554.473419719 6452569.14094739,603543.411832615 6452558.07936028,603529.473419719 6452550.97738419,603514.02257 6452548.53021,603498.571720281 6452550.97738419,603484.633307385 6452558.07936028,603473.571720281 6452569.14094739,603466.469744185 6452583.07936028,603464.02257 6452598.53021,603466.469744185 6452613.98105972,603473.571720281 6452627.91947262,603484.633307385 6452638.98105972,603498.571720281 6452646.08303582,603514.02257 6452648.53021,603529.473419719 6452646.08303582,603543.411832615 6452638.98105972,603554.473419719 6452627.91947262,603561.575395815 6452613.98105972,603564.02257 6452598.53021)))"
1335,1296,"TACUAREMBO","LOS FURTADOS","MULTIPOLYGON(((609022.02598 6427756.15861,609019.578805815 6427740.70776028,609012.476829719 6427726.76934739,609001.415242615 6427715.70776028,608987.476829719 6427708.60578419,608972.02598 6427706.15861,608956.575130281 6427708.60578419,608942.636717385 6427715.70776028,608931.575130281 6427726.76934739,608924.473154185 6427740.70776028,608922.02598 6427756.15861,608924.473154185 6427771.60945972,608931.575130281 6427785.54787262,608942.636717385 6427796.60945972,608956.575130281 6427803.71143582,608972.02598 6427806.15861,608987.476829719 6427803.71143582,609001.415242615 6427796.60945972,609012.476829719 6427785.54787262,609019.578805815 6427771.60945972,609022.02598 6427756.15861)))"
1336,1297,"TACUAREMBO","ARROYO DEL MEDIO","MULTIPOLYGON(((580621.65096 6418531.97178,580619.203785815 6418516.52093028,580612.101809719 6418502.58251739,580601.040222615 6418491.52093028,580587.101809719 6418484.41895419,580571.65096 6418481.97178,580556.200110281 6418484.41895419,580542.261697385 6418491.52093028,580531.200110281 6418502.58251739,580524.098134185 6418516.52093028,580521.65096 6418531.97178,580524.098134185 6418547.42262972,580531.200110281 6418561.36104262,580542.261697385 6418572.42262972,580556.200110281 6418579.52460582,580571.65096 6418581.97178,580587.101809719 6418579.52460582,580601.040222615 6418572.42262972,580612.101809719 6418561.36104262,580619.203785815 6418547.42262972,580621.65096 6418531.97178)))"
1337,1298,"TACUAREMBO","CHARATA","MULTIPOLYGON(((592095.53094 6419455.05999,592093.083765815 6419439.60914028,592085.981789719 6419425.67072739,592074.920202615 6419414.60914028,592060.981789719 6419407.50716418,592045.53094 6419405.05999,592030.080090281 6419407.50716418,592016.141677385 6419414.60914028,592005.080090281 6419425.67072739,591997.978114185 6419439.60914028,591995.53094 6419455.05999,591997.978114185 6419470.51083972,592005.080090281 6419484.44925261,592016.141677385 6419495.51083972,592030.080090281 6419502.61281582,592045.53094 6419505.05999,592060.981789719 6419502.61281582,592074.920202615 6419495.51083972,592085.981789719 6419484.44925261,592093.083765815 6419470.51083972,592095.53094 6419455.05999)))"
1338,1299,"TACUAREMBO","PASO HONDO","MULTIPOLYGON(((607160.20133 6421834.1688,607157.754155815 6421818.71795028,607150.652179719 6421804.77953739,607139.590592615 6421793.71795028,607125.652179719 6421786.61597419,607110.20133 6421784.1688,607094.750480281 6421786.61597419,607080.812067385 6421793.71795028,607069.750480281 6421804.77953739,607062.648504185 6421818.71795028,607060.20133 6421834.1688,607062.648504185 6421849.61964972,607069.750480281 6421863.55806261,607080.812067385 6421874.61964972,607094.750480281 6421881.72162582,607110.20133 6421884.1688,607125.652179719 6421881.72162582,607139.590592615 6421874.61964972,607150.652179719 6421863.55806261,607157.754155815 6421849.61964972,607160.20133 6421834.1688)))"
1339,1300,"TACUAREMBO","BLANQUILLOS","MULTIPOLYGON(((608407.11904 6420490.95883,608404.671865815 6420475.50798028,608397.569889719 6420461.56956739,608386.508302615 6420450.50798028,608372.569889719 6420443.40600418,608357.11904 6420440.95883,608341.668190281 6420443.40600418,608327.729777385 6420450.50798028,608316.668190281 6420461.56956739,608309.566214185 6420475.50798028,608307.11904 6420490.95883,608309.566214185 6420506.40967972,608316.668190281 6420520.34809261,608327.729777385 6420531.40967972,608341.668190281 6420538.51165581,608357.11904 6420540.95883,608372.569889719 6420538.51165581,608386.508302615 6420531.40967972,608397.569889719 6420520.34809261,608404.671865815 6420506.40967972,608407.11904 6420490.95883)))"
1340,1301,"TACUAREMBO","SAN BENITO","MULTIPOLYGON(((582825.06497 6402976.8986,582822.617795815 6402961.44775028,582815.515819719 6402947.50933739,582804.454232615 6402936.44775028,582790.515819719 6402929.34577418,582775.06497 6402926.8986,582759.614120281 6402929.34577418,582745.675707385 6402936.44775028,582734.614120281 6402947.50933739,582727.512144185 6402961.44775028,582725.06497 6402976.8986,582727.512144185 6402992.34944972,582734.614120281 6403006.28786261,582745.675707385 6403017.34944972,582759.614120281 6403024.45142582,582775.06497 6403026.8986,582790.515819719 6403024.45142582,582804.454232615 6403017.34944972,582815.515819719 6403006.28786261,582822.617795815 6402992.34944972,582825.06497 6402976.8986)))"
1341,1302,"TACUAREMBO","PUNTAS DE LAURELES","MULTIPOLYGON(((587381.11362 6406401.23343,587378.666445815 6406385.78258028,587371.564469719 6406371.84416739,587360.502882615 6406360.78258028,587346.564469719 6406353.68060418,587331.11362 6406351.23343,587315.662770281 6406353.68060418,587301.724357385 6406360.78258028,587290.662770281 6406371.84416739,587283.560794185 6406385.78258028,587281.11362 6406401.23343,587283.560794185 6406416.68427972,587290.662770281 6406430.62269261,587301.724357385 6406441.68427972,587315.662770281 6406448.78625582,587331.11362 6406451.23343,587346.564469719 6406448.78625582,587360.502882615 6406441.68427972,587371.564469719 6406430.62269261,587378.666445815 6406416.68427972,587381.11362 6406401.23343)))"
1342,1303,"TACUAREMBO","LOS LAURELES","MULTIPOLYGON(((591329.0416 6404912.68004,591326.594425815 6404897.22919028,591319.492449719 6404883.29077739,591308.430862615 6404872.22919028,591294.492449719 6404865.12721418,591279.0416 6404862.68004,591263.590750281 6404865.12721418,591249.652337385 6404872.22919028,591238.590750281 6404883.29077739,591231.488774185 6404897.22919028,591229.0416 6404912.68004,591231.488774185 6404928.13088972,591238.590750281 6404942.06930261,591249.652337385 6404953.13088972,591263.590750281 6404960.23286582,591279.0416 6404962.68004,591294.492449719 6404960.23286582,591308.430862615 6404953.13088972,591319.492449719 6404942.06930261,591326.594425815 6404928.13088972,591329.0416 6404912.68004)))"
1343,1306,"TACUAREMBO","CARPINTERIA","MULTIPOLYGON(((594828.57649 6398158.36593,594826.129315815 6398142.91508028,594819.027339719 6398128.97666739,594807.965752615 6398117.91508028,594794.027339719 6398110.81310419,594778.57649 6398108.36593,594763.125640281 6398110.81310419,594749.187227385 6398117.91508028,594738.125640281 6398128.97666739,594731.023664185 6398142.91508028,594728.57649 6398158.36593,594731.023664185 6398173.81677972,594738.125640281 6398187.75519262,594749.187227385 6398198.81677972,594763.125640281 6398205.91875582,594778.57649 6398208.36593,594794.027339719 6398205.91875582,594807.965752615 6398198.81677972,594819.027339719 6398187.75519262,594826.129315815 6398173.81677972,594828.57649 6398158.36593)))"
1345,1308,"TACUAREMBO","LOS CERROS","MULTIPOLYGON(((610203.28426 6393762.39692,610200.837085815 6393746.94607028,610193.735109719 6393733.00765739,610182.673522615 6393721.94607028,610168.735109719 6393714.84409419,610153.28426 6393712.39692,610137.833410281 6393714.84409419,610123.894997385 6393721.94607028,610112.833410281 6393733.00765739,610105.731434185 6393746.94607028,610103.28426 6393762.39692,610105.731434185 6393777.84776972,610112.833410281 6393791.78618261,610123.894997385 6393802.84776972,610137.833410281 6393809.94974582,610153.28426 6393812.39692,610168.735109719 6393809.94974582,610182.673522615 6393802.84776972,610193.735109719 6393791.78618261,610200.837085815 6393777.84776972,610203.28426 6393762.39692)))"
1346,1309,"TACUAREMBO","RINCON DE FREITAS","MULTIPOLYGON(((578523.08304 6501704.71737,578520.635865815 6501689.26652028,578513.533889719 6501675.32810738,578502.472302615 6501664.26652028,578488.533889719 6501657.16454418,578473.08304 6501654.71737,578457.632190281 6501657.16454418,578443.693777385 6501664.26652028,578432.632190281 6501675.32810738,578425.530214185 6501689.26652028,578423.08304 6501704.71737,578425.530214185 6501720.16821972,578432.632190281 6501734.10663261,578443.693777385 6501745.16821972,578457.632190281 6501752.27019581,578473.08304 6501754.71737,578488.533889719 6501752.27019581,578502.472302615 6501745.16821972,578513.533889719 6501734.10663261,578520.635865815 6501720.16821972,578523.08304 6501704.71737)))"
1347,1310,"TACUAREMBO","PASO VICTOR","MULTIPOLYGON(((570214.74591 6498244.03086,570212.298735815 6498228.58001028,570205.196759719 6498214.64159739,570194.135172615 6498203.58001028,570180.196759719 6498196.47803419,570164.74591 6498194.03086,570149.295060281 6498196.47803419,570135.356647385 6498203.58001028,570124.295060281 6498214.64159739,570117.193084185 6498228.58001028,570114.74591 6498244.03086,570117.193084185 6498259.48170972,570124.295060281 6498273.42012262,570135.356647385 6498284.48170972,570149.295060281 6498291.58368582,570164.74591 6498294.03086,570180.196759719 6498291.58368582,570194.135172615 6498284.48170972,570205.196759719 6498273.42012262,570212.298735815 6498259.48170972,570214.74591 6498244.03086)))"
1348,1311,"TACUAREMBO","CUCHILLA DE LA CASA DE PIEDRA","MULTIPOLYGON(((576716.13501 6512911.3492,576713.687835815 6512895.89835028,576706.585859719 6512881.95993739,576695.524272615 6512870.89835028,576681.585859719 6512863.79637419,576666.13501 6512861.3492,576650.684160281 6512863.79637419,576636.745747385 6512870.89835028,576625.684160281 6512881.95993739,576618.582184185 6512895.89835028,576616.13501 6512911.3492,576618.582184185 6512926.80004972,576625.684160281 6512940.73846261,576636.745747385 6512951.80004972,576650.684160281 6512958.90202582,576666.13501 6512961.3492,576681.585859719 6512958.90202582,576695.524272615 6512951.80004972,576706.585859719 6512940.73846261,576713.687835815 6512926.80004972,576716.13501 6512911.3492)))"
1349,1312,"TACUAREMBO","TACUAREMBO CHICO","MULTIPOLYGON(((571737.53958 6508157.80666,571735.092405815 6508142.35581028,571727.990429719 6508128.41739739,571716.928842615 6508117.35581028,571702.990429719 6508110.25383419,571687.53958 6508107.80666,571672.088730281 6508110.25383419,571658.150317385 6508117.35581028,571647.088730281 6508128.41739739,571639.986754185 6508142.35581028,571637.53958 6508157.80666,571639.986754185 6508173.25750972,571647.088730281 6508187.19592262,571658.150317385 6508198.25750972,571672.088730281 6508205.35948582,571687.53958 6508207.80666,571702.990429719 6508205.35948582,571716.928842615 6508198.25750972,571727.990429719 6508187.19592262,571735.092405815 6508173.25750972,571737.53958 6508157.80666)))"
1350,1313,"TACUAREMBO","VALLE EDEN","MULTIPOLYGON(((578238.32517 6478775.31462,578235.877995815 6478759.86377028,578228.776019719 6478745.92535739,578217.714432615 6478734.86377028,578203.776019719 6478727.76179419,578188.32517 6478725.31462,578172.874320281 6478727.76179419,578158.935907385 6478734.86377028,578147.874320281 6478745.92535739,578140.772344185 6478759.86377028,578138.32517 6478775.31462,578140.772344185 6478790.76546972,578147.874320281 6478804.70388262,578158.935907385 6478815.76546972,578172.874320281 6478822.86744582,578188.32517 6478825.31462,578203.776019719 6478822.86744582,578217.714432615 6478815.76546972,578228.776019719 6478804.70388262,578235.877995815 6478790.76546972,578238.32517 6478775.31462)))"
1351,1314,"TACUAREMBO","LOS ROSANOS","MULTIPOLYGON(((577936.52883 6479484.44694,577934.081655815 6479468.99609028,577926.979679719 6479455.05767739,577915.918092615 6479443.99609028,577901.979679719 6479436.89411419,577886.52883 6479434.44694,577871.077980281 6479436.89411419,577857.139567385 6479443.99609028,577846.077980281 6479455.05767739,577838.976004185 6479468.99609028,577836.52883 6479484.44694,577838.976004185 6479499.89778972,577846.077980281 6479513.83620261,577857.139567385 6479524.89778972,577871.077980281 6479531.99976582,577886.52883 6479534.44694,577901.979679719 6479531.99976582,577915.918092615 6479524.89778972,577926.979679719 6479513.83620261,577934.081655815 6479499.89778972,577936.52883 6479484.44694)))"
1352,1315,"TACUAREMBO","EL EMPALME","MULTIPOLYGON(((569157.77992 6479754.33535,569155.332745815 6479738.88450028,569148.230769719 6479724.94608739,569137.169182615 6479713.88450028,569123.230769719 6479706.78252419,569107.77992 6479704.33535,569092.329070281 6479706.78252419,569078.390657385 6479713.88450028,569067.329070281 6479724.94608739,569060.227094185 6479738.88450028,569057.77992 6479754.33535,569060.227094185 6479769.78619972,569067.329070281 6479783.72461262,569078.390657385 6479794.78619972,569092.329070281 6479801.88817582,569107.77992 6479804.33535,569123.230769719 6479801.88817582,569137.169182615 6479794.78619972,569148.230769719 6479783.72461262,569155.332745815 6479769.78619972,569157.77992 6479754.33535)))"
1353,1316,"TACUAREMBO","LOS RODRIGUEZ","MULTIPOLYGON(((574021.81203 6487515.83224,574019.364855815 6487500.38139028,574012.262879719 6487486.44297739,574001.201292615 6487475.38139028,573987.262879719 6487468.27941419,573971.81203 6487465.83224,573956.361180281 6487468.27941419,573942.422767385 6487475.38139028,573931.361180281 6487486.44297739,573924.259204185 6487500.38139028,573921.81203 6487515.83224,573924.259204185 6487531.28308972,573931.361180281 6487545.22150262,573942.422767385 6487556.28308972,573956.361180281 6487563.38506582,573971.81203 6487565.83224,573987.262879719 6487563.38506582,574001.201292615 6487556.28308972,574012.262879719 6487545.22150262,574019.364855815 6487531.28308972,574021.81203 6487515.83224)))"
