"id","gid","departamento","localidad","wkt"
1275,1234,"TACUAREMBO","TURUPI","MULTIPOLYGON(((662709.858635653 6438918.90788271,663080.753077776 6439342.25210417,663107.235752504 6439374.45470613,663414.40266413 6439362.52867792,663396.935901583 6439326.2249815,663159.07381973 6438743.90386988,662709.858635653 6438918.90788271)))"
1276,1235,"TACUAREMBO","PICADA DE CUELLO","MULTIPOLYGON(((655892.95603 6453497.0987,655890.508855815 6453481.64785028,655883.406879719 6453467.70943739,655872.345292615 6453456.64785028,655858.406879719 6453449.54587418,655842.95603 6453447.0987,655827.505180281 6453449.54587418,655813.566767385 6453456.64785028,655802.505180281 6453467.70943739,655795.403204185 6453481.64785028,655792.95603 6453497.0987,655795.403204185 6453512.54954972,655802.505180281 6453526.48796261,655813.566767385 6453537.54954972,655827.505180281 6453544.65152582,655842.95603 6453547.0987,655858.406879719 6453544.65152582,655872.345292615 6453537.54954972,655883.406879719 6453526.48796261,655890.508855815 6453512.54954972,655892.95603 6453497.0987)))"
1278,1237,"TACUAREMBO","CINCO SAUCES","MULTIPOLYGON(((671192.74103 6444768.70262,671190.293855815 6444753.25177028,671183.191879719 6444739.31335738,671172.130292615 6444728.25177028,671158.191879719 6444721.14979418,671142.74103 6444718.70262,671127.290180281 6444721.14979418,671113.351767385 6444728.25177028,671102.290180281 6444739.31335738,671095.188204185 6444753.25177028,671092.74103 6444768.70262,671095.188204185 6444784.15346972,671102.290180281 6444798.09188261,671113.351767385 6444809.15346972,671127.290180281 6444816.25544581,671142.74103 6444818.70262,671158.191879719 6444816.25544581,671172.130292615 6444809.15346972,671183.191879719 6444798.09188261,671190.293855815 6444784.15346972,671192.74103 6444768.70262)))"
1279,1238,"TACUAREMBO","CERRO DE PEREIRA","MULTIPOLYGON(((675415.9174 6428123.29863,675413.470225815 6428107.84778028,675406.368249719 6428093.90936739,675395.306662615 6428082.84778028,675381.368249719 6428075.74580419,675365.9174 6428073.29863,675350.466550281 6428075.74580419,675336.528137385 6428082.84778028,675325.466550281 6428093.90936739,675318.364574185 6428107.84778028,675315.9174 6428123.29863,675318.364574185 6428138.74947972,675325.466550281 6428152.68789261,675336.528137385 6428163.74947972,675350.466550281 6428170.85145582,675365.9174 6428173.29863,675381.368249719 6428170.85145582,675395.306662615 6428163.74947972,675406.368249719 6428152.68789261,675413.470225815 6428138.74947972,675415.9174 6428123.29863)))"
1280,1239,"TACUAREMBO","LOS FEOS","MULTIPOLYGON(((659104.56973 6414989.48453,659102.122555815 6414974.03368028,659095.020579719 6414960.09526739,659083.958992615 6414949.03368028,659070.020579719 6414941.93170418,659054.56973 6414939.48453,659039.118880281 6414941.93170418,659025.180467385 6414949.03368028,659014.118880281 6414960.09526739,659007.016904185 6414974.03368028,659004.56973 6414989.48453,659007.016904185 6415004.93537972,659014.118880281 6415018.87379261,659025.180467385 6415029.93537972,659039.118880281 6415037.03735582,659054.56973 6415039.48453,659070.020579719 6415037.03735582,659083.958992615 6415029.93537972,659095.020579719 6415018.87379261,659102.122555815 6415004.93537972,659104.56973 6414989.48453)))"
1282,1241,"TACUAREMBO","CUCHILLA DE LA PALMA","MULTIPOLYGON(((620274.24089 6495111.7528,620271.793715815 6495096.30195028,620264.691739719 6495082.36353739,620253.630152615 6495071.30195028,620239.691739719 6495064.19997418,620224.24089 6495061.7528,620208.790040281 6495064.19997418,620194.851627385 6495071.30195028,620183.790040281 6495082.36353739,620176.688064185 6495096.30195028,620174.24089 6495111.7528,620176.688064185 6495127.20364972,620183.790040281 6495141.14206261,620194.851627385 6495152.20364972,620208.790040281 6495159.30562581,620224.24089 6495161.7528,620239.691739719 6495159.30562581,620253.630152615 6495152.20364972,620264.691739719 6495141.14206261,620271.793715815 6495127.20364972,620274.24089 6495111.7528)))"
1283,1242,"TACUAREMBO","LA BOLSA 01","MULTIPOLYGON(((619298.25914 6488009.17526,619295.811965815 6487993.72441028,619288.709989719 6487979.78599739,619277.648402615 6487968.72441028,619263.709989719 6487961.62243418,619248.25914 6487959.17526,619232.808290281 6487961.62243418,619218.869877385 6487968.72441028,619207.808290281 6487979.78599739,619200.706314185 6487993.72441028,619198.25914 6488009.17526,619200.706314185 6488024.62610972,619207.808290281 6488038.56452261,619218.869877385 6488049.62610972,619232.808290281 6488056.72808581,619248.25914 6488059.17526,619263.709989719 6488056.72808581,619277.648402615 6488049.62610972,619288.709989719 6488038.56452261,619295.811965815 6488024.62610972,619298.25914 6488009.17526)))"
1285,1244,"TACUAREMBO","HERIBERTO","MULTIPOLYGON(((635993.1328 6474253.3389,635990.685625815 6474237.88805028,635983.583649719 6474223.94963739,635972.522062615 6474212.88805028,635958.583649719 6474205.78607418,635943.1328 6474203.3389,635927.681950281 6474205.78607418,635913.743537385 6474212.88805028,635902.681950281 6474223.94963739,635895.579974185 6474237.88805028,635893.1328 6474253.3389,635895.579974185 6474268.78974972,635902.681950281 6474282.72816261,635913.743537385 6474293.78974972,635927.681950281 6474300.89172581,635943.1328 6474303.3389,635958.583649719 6474300.89172581,635972.522062615 6474293.78974972,635983.583649719 6474282.72816261,635990.685625815 6474268.78974972,635993.1328 6474253.3389)))"
1286,1245,"TACUAREMBO","COSTAS DE TRES CRUCES","MULTIPOLYGON(((620232.30188 6479124.83968,620229.854705815 6479109.38883028,620222.752729719 6479095.45041739,620211.691142615 6479084.38883028,620197.752729719 6479077.28685419,620182.30188 6479074.83968,620166.851030281 6479077.28685419,620152.912617385 6479084.38883028,620141.851030281 6479095.45041739,620134.749054185 6479109.38883028,620132.30188 6479124.83968,620134.749054185 6479140.29052972,620141.851030281 6479154.22894261,620152.912617385 6479165.29052972,620166.851030281 6479172.39250582,620182.30188 6479174.83968,620197.752729719 6479172.39250582,620211.691142615 6479165.29052972,620222.752729719 6479154.22894261,620229.854705815 6479140.29052972,620232.30188 6479124.83968)))"
1287,1246,"TACUAREMBO","RINCON DE GILOCA","MULTIPOLYGON(((616572.39338 6479224.24773,616569.946205815 6479208.79688028,616562.844229719 6479194.85846739,616551.782642615 6479183.79688028,616537.844229719 6479176.69490418,616522.39338 6479174.24773,616506.942530281 6479176.69490418,616493.004117385 6479183.79688028,616481.942530281 6479194.85846739,616474.840554185 6479208.79688028,616472.39338 6479224.24773,616474.840554185 6479239.69857972,616481.942530281 6479253.63699261,616493.004117385 6479264.69857972,616506.942530281 6479271.80055581,616522.39338 6479274.24773,616537.844229719 6479271.80055581,616551.782642615 6479264.69857972,616562.844229719 6479253.63699261,616569.946205815 6479239.69857972,616572.39338 6479224.24773)))"
1288,1247,"TACUAREMBO","ZAPUCAY","MULTIPOLYGON(((646480.39468 6477110.10674,646477.947505815 6477094.65589028,646470.845529719 6477080.71747738,646459.783942615 6477069.65589028,646445.845529719 6477062.55391418,646430.39468 6477060.10674,646414.943830281 6477062.55391418,646401.005417385 6477069.65589028,646389.943830281 6477080.71747738,646382.841854185 6477094.65589028,646380.39468 6477110.10674,646382.841854185 6477125.55758972,646389.943830281 6477139.49600261,646401.005417385 6477150.55758972,646414.943830281 6477157.65956581,646430.39468 6477160.10674,646445.845529719 6477157.65956581,646459.783942615 6477150.55758972,646470.845529719 6477139.49600261,646477.947505815 6477125.55758972,646480.39468 6477110.10674)))"
1293,1252,"TACUAREMBO","ZAMBULLON","MULTIPOLYGON(((614745.13076 6455975.09212,614742.683585815 6455959.64127028,614735.581609719 6455945.70285739,614724.520022615 6455934.64127028,614710.581609719 6455927.53929419,614695.13076 6455925.09212,614679.679910281 6455927.53929419,614665.741497385 6455934.64127028,614654.679910281 6455945.70285739,614647.577934185 6455959.64127028,614645.13076 6455975.09212,614647.577934185 6455990.54296972,614654.679910281 6456004.48138261,614665.741497385 6456015.54296972,614679.679910281 6456022.64494582,614695.13076 6456025.09212,614710.581609719 6456022.64494582,614724.520022615 6456015.54296972,614735.581609719 6456004.48138261,614742.683585815 6455990.54296972,614745.13076 6455975.09212)))"
1294,1253,"TACUAREMBO","LOS SEMPER","MULTIPOLYGON(((631997.76746 6466572.52738,631995.320285815 6466557.07653028,631988.218309719 6466543.13811739,631977.156722615 6466532.07653028,631963.218309719 6466524.97455418,631947.76746 6466522.52738,631932.316610281 6466524.97455418,631918.378197385 6466532.07653028,631907.316610281 6466543.13811739,631900.214634185 6466557.07653028,631897.76746 6466572.52738,631900.214634185 6466587.97822972,631907.316610281 6466601.91664261,631918.378197385 6466612.97822972,631932.316610281 6466620.08020581,631947.76746 6466622.52738,631963.218309719 6466620.08020581,631977.156722615 6466612.97822972,631988.218309719 6466601.91664261,631995.320285815 6466587.97822972,631997.76746 6466572.52738)))"
1295,1254,"TACUAREMBO","RINCON DE LA LAGUNA","MULTIPOLYGON(((639995.19983 6465677.01046,639992.752655815 6465661.55961028,639985.650679719 6465647.62119738,639974.589092615 6465636.55961028,639960.650679719 6465629.45763418,639945.19983 6465627.01046,639929.748980281 6465629.45763418,639915.810567385 6465636.55961028,639904.748980281 6465647.62119738,639897.647004185 6465661.55961028,639895.19983 6465677.01046,639897.647004185 6465692.46130972,639904.748980281 6465706.39972261,639915.810567385 6465717.46130972,639929.748980281 6465724.56328581,639945.19983 6465727.01046,639960.650679719 6465724.56328581,639974.589092615 6465717.46130972,639985.650679719 6465706.39972261,639992.752655815 6465692.46130972,639995.19983 6465677.01046)))"
1296,1255,"TACUAREMBO","SAN JOAQUIN","MULTIPOLYGON(((613530.86213 6461802.52199,613528.414955815 6461787.07114028,613521.312979719 6461773.13272739,613510.251392615 6461762.07114028,613496.312979719 6461754.96916419,613480.86213 6461752.52199,613465.411280281 6461754.96916419,613451.472867385 6461762.07114028,613440.411280281 6461773.13272739,613433.309304185 6461787.07114028,613430.86213 6461802.52199,613433.309304185 6461817.97283972,613440.411280281 6461831.91125262,613451.472867385 6461842.97283972,613465.411280281 6461850.07481582,613480.86213 6461852.52199,613496.312979719 6461850.07481582,613510.251392615 6461842.97283972,613521.312979719 6461831.91125262,613528.414955815 6461817.97283972,613530.86213 6461802.52199)))"
1299,1259,"TACUAREMBO","RINCON DE ZAMORA","MULTIPOLYGON(((632605.82882 6427069.36338,632603.381645815 6427053.91253028,632596.279669719 6427039.97411739,632585.218082615 6427028.91253028,632571.279669719 6427021.81055418,632555.82882 6427019.36338,632540.377970281 6427021.81055418,632526.439557385 6427028.91253028,632515.377970281 6427039.97411739,632508.275994185 6427053.91253028,632505.82882 6427069.36338,632508.275994185 6427084.81422972,632515.377970281 6427098.75264261,632526.439557385 6427109.81422972,632540.377970281 6427116.91620582,632555.82882 6427119.36338,632571.279669719 6427116.91620582,632585.218082615 6427109.81422972,632596.279669719 6427098.75264261,632603.381645815 6427084.81422972,632605.82882 6427069.36338)))"
1302,1263,"TACUAREMBO","PASO DE LAS FLORES","MULTIPOLYGON(((586565.11075 6526069.06162,586562.663575815 6526053.61077028,586555.561599719 6526039.67235739,586544.500012615 6526028.61077028,586530.561599719 6526021.50879418,586515.11075 6526019.06162,586499.659900281 6526021.50879418,586485.721487385 6526028.61077028,586474.659900281 6526039.67235739,586467.557924185 6526053.61077028,586465.11075 6526069.06162,586467.557924185 6526084.51246972,586474.659900281 6526098.45088261,586485.721487385 6526109.51246972,586499.659900281 6526116.61444581,586515.11075 6526119.06162,586530.561599719 6526116.61444581,586544.500012615 6526109.51246972,586555.561599719 6526098.45088261,586562.663575815 6526084.51246972,586565.11075 6526069.06162)))"
1303,1265,"TACUAREMBO","CUCHILLA DE LAURELES","MULTIPOLYGON(((593291.42729 6533982.23588,593288.980115815 6533966.78503028,593281.878139719 6533952.84661738,593270.816552615 6533941.78503028,593256.878139719 6533934.68305418,593241.42729 6533932.23588,593225.976440281 6533934.68305418,593212.038027385 6533941.78503028,593200.976440281 6533952.84661738,593193.874464185 6533966.78503028,593191.42729 6533982.23588,593193.874464185 6533997.68672972,593200.976440281 6534011.62514261,593212.038027385 6534022.68672972,593225.976440281 6534029.78870581,593241.42729 6534032.23588,593256.878139719 6534029.78870581,593270.816552615 6534022.68672972,593281.878139719 6534011.62514261,593288.980115815 6533997.68672972,593291.42729 6533982.23588)))"
1304,1266,"TACUAREMBO","PASO DEL MEDIO","MULTIPOLYGON(((588438.26539 6519147.3827,588435.818215815 6519131.93185028,588428.716239719 6519117.99343739,588417.654652615 6519106.93185028,588403.716239719 6519099.82987418,588388.26539 6519097.3827,588372.814540281 6519099.82987418,588358.876127385 6519106.93185028,588347.814540281 6519117.99343739,588340.712564185 6519131.93185028,588338.26539 6519147.3827,588340.712564185 6519162.83354972,588347.814540281 6519176.77196261,588358.876127385 6519187.83354972,588372.814540281 6519194.93552582,588388.26539 6519197.3827,588403.716239719 6519194.93552582,588417.654652615 6519187.83354972,588428.716239719 6519176.77196261,588435.818215815 6519162.83354972,588438.26539 6519147.3827)))"
1305,1267,"TACUAREMBO","PASO DE CEFERINO","MULTIPOLYGON(((588677.50921 6512248.01647,588675.062035815 6512232.56562028,588667.960059719 6512218.62720739,588656.898472615 6512207.56562028,588642.960059719 6512200.46364419,588627.50921 6512198.01647,588612.058360281 6512200.46364419,588598.119947385 6512207.56562028,588587.058360281 6512218.62720739,588579.956384185 6512232.56562028,588577.50921 6512248.01647,588579.956384185 6512263.46731972,588587.058360281 6512277.40573261,588598.119947385 6512288.46731972,588612.058360281 6512295.56929582,588627.50921 6512298.01647,588642.960059719 6512295.56929582,588656.898472615 6512288.46731972,588667.960059719 6512277.40573261,588675.062035815 6512263.46731972,588677.50921 6512248.01647)))"
1306,1268,"TACUAREMBO","LAMBARE","MULTIPOLYGON(((599776.88621 6511154.18124,599774.439035815 6511138.73039028,599767.337059719 6511124.79197739,599756.275472615 6511113.73039028,599742.337059719 6511106.62841418,599726.88621 6511104.18124,599711.435360281 6511106.62841418,599697.496947385 6511113.73039028,599686.435360281 6511124.79197739,599679.333384185 6511138.73039028,599676.88621 6511154.18124,599679.333384185 6511169.63208972,599686.435360281 6511183.57050261,599697.496947385 6511194.63208972,599711.435360281 6511201.73406581,599726.88621 6511204.18124,599742.337059719 6511201.73406581,599756.275472615 6511194.63208972,599767.337059719 6511183.57050261,599774.439035815 6511169.63208972,599776.88621 6511154.18124)))"
1307,1269,"TACUAREMBO","PASO DE LAS CARRETAS","MULTIPOLYGON(((590865.85672 6507750.66008,590863.409545815 6507735.20923028,590856.307569719 6507721.27081739,590845.245982615 6507710.20923028,590831.307569719 6507703.10725418,590815.85672 6507700.66008,590800.405870281 6507703.10725418,590786.467457385 6507710.20923028,590775.405870281 6507721.27081739,590768.303894185 6507735.20923028,590765.85672 6507750.66008,590768.303894185 6507766.11092972,590775.405870281 6507780.04934261,590786.467457385 6507791.11092972,590800.405870281 6507798.21290581,590815.85672 6507800.66008,590831.307569719 6507798.21290581,590845.245982615 6507791.11092972,590856.307569719 6507780.04934261,590863.409545815 6507766.11092972,590865.85672 6507750.66008)))"
1308,1271,"TACUAREMBO","ATAQUE","MULTIPOLYGON(((584072.3507 6496806.06958,584069.903525815 6496790.61873028,584062.801549719 6496776.68031739,584051.739962615 6496765.61873028,584037.801549719 6496758.51675418,584022.3507 6496756.06958,584006.899850281 6496758.51675418,583992.961437385 6496765.61873028,583981.899850281 6496776.68031739,583974.797874185 6496790.61873028,583972.3507 6496806.06958,583974.797874185 6496821.52042972,583981.899850281 6496835.45884261,583992.961437385 6496846.52042972,584006.899850281 6496853.62240581,584022.3507 6496856.06958,584037.801549719 6496853.62240581,584051.739962615 6496846.52042972,584062.801549719 6496835.45884261,584069.903525815 6496821.52042972,584072.3507 6496806.06958)))"
1309,1270,"TACUAREMBO","BAÑADO DE ROCHA","MULTIPOLYGON(((608397.3259 6505117.92844,608394.878725815 6505102.47759028,608387.776749719 6505088.53917739,608376.715162615 6505077.47759028,608362.776749719 6505070.37561418,608347.3259 6505067.92844,608331.875050281 6505070.37561418,608317.936637385 6505077.47759028,608306.875050281 6505088.53917739,608299.773074185 6505102.47759028,608297.3259 6505117.92844,608299.773074185 6505133.37928972,608306.875050281 6505147.31770261,608317.936637385 6505158.37928972,608331.875050281 6505165.48126581,608347.3259 6505167.92844,608362.776749719 6505165.48126581,608376.715162615 6505158.37928972,608387.776749719 6505147.31770261,608394.878725815 6505133.37928972,608397.3259 6505117.92844)))"
1310,1264,"TACUAREMBO","CAÑAS","MULTIPOLYGON(((590384.38711 6525267.07629,590381.939935815 6525251.62544028,590374.837959719 6525237.68702739,590363.776372615 6525226.62544028,590349.837959719 6525219.52346419,590334.38711 6525217.07629,590318.936260281 6525219.52346419,590304.997847385 6525226.62544028,590293.936260281 6525237.68702739,590286.834284185 6525251.62544028,590284.38711 6525267.07629,590286.834284185 6525282.52713972,590293.936260281 6525296.46555262,590304.997847385 6525307.52713972,590318.936260281 6525314.62911582,590334.38711 6525317.07629,590349.837959719 6525314.62911582,590363.776372615 6525307.52713972,590374.837959719 6525296.46555262,590381.939935815 6525282.52713972,590384.38711 6525267.07629)))"
1312,1273,"TACUAREMBO","ZAPARA","MULTIPOLYGON(((591500.22899 6492934.3338,591497.781815815 6492918.88295028,591490.679839719 6492904.94453739,591479.618252615 6492893.88295028,591465.679839719 6492886.78097419,591450.22899 6492884.3338,591434.778140281 6492886.78097419,591420.839727385 6492893.88295028,591409.778140281 6492904.94453739,591402.676164185 6492918.88295028,591400.22899 6492934.3338,591402.676164185 6492949.78464972,591409.778140281 6492963.72306261,591420.839727385 6492974.78464972,591434.778140281 6492981.88662582,591450.22899 6492984.3338,591465.679839719 6492981.88662582,591479.618252615 6492974.78464972,591490.679839719 6492963.72306261,591497.781815815 6492949.78464972,591500.22899 6492934.3338)))"
1313,1274,"TACUAREMBO","SAUCE SOLO","MULTIPOLYGON(((605678.20407 6493133.72889,605675.756895815 6493118.27804028,605668.654919719 6493104.33962739,605657.593332615 6493093.27804028,605643.654919719 6493086.17606418,605628.20407 6493083.72889,605612.753220281 6493086.17606418,605598.814807385 6493093.27804028,605587.753220281 6493104.33962739,605580.651244185 6493118.27804028,605578.20407 6493133.72889,605580.651244185 6493149.17973972,605587.753220281 6493163.11815261,605598.814807385 6493174.17973972,605612.753220281 6493181.28171581,605628.20407 6493183.72889,605643.654919719 6493181.28171581,605657.593332615 6493174.17973972,605668.654919719 6493163.11815261,605675.756895815 6493149.17973972,605678.20407 6493133.72889)))"
1315,1276,"TACUAREMBO","LA PALMA","MULTIPOLYGON(((595238.041742614 6487801.81422056,595235.594568429 6487786.36337084,595228.492592333 6487772.42495795,595217.431005229 6487761.36337084,595203.492592333 6487754.26139475,595188.041742614 6487751.81422056,595172.590892896 6487754.26139475,595158.65248 6487761.36337084,595147.590892896 6487772.42495795,595140.4889168 6487786.36337084,595138.041742614 6487801.81422056,595140.4889168 6487817.26507028,595147.590892896 6487831.20348318,595158.65248 6487842.26507028,595172.590892896 6487849.36704638,595188.041742614 6487851.81422056,595203.492592333 6487849.36704638,595217.431005229 6487842.26507028,595228.492592333 6487831.20348318,595235.594568429 6487817.26507028,595238.041742614 6487801.81422056)))"
1316,1277,"TACUAREMBO","LA ALDEA","MULTIPOLYGON(((591910.84957 6488049.00541,591908.402395815 6488033.55456028,591901.300419719 6488019.61614738,591890.238832615 6488008.55456028,591876.300419719 6488001.45258418,591860.84957 6487999.00541,591845.398720281 6488001.45258418,591831.460307385 6488008.55456028,591820.398720281 6488019.61614738,591813.296744185 6488033.55456028,591810.84957 6488049.00541,591813.296744185 6488064.45625972,591820.398720281 6488078.39467261,591831.460307385 6488089.45625972,591845.398720281 6488096.55823581,591860.84957 6488099.00541,591876.300419719 6488096.55823581,591890.238832615 6488089.45625972,591901.300419719 6488078.39467261,591908.402395815 6488064.45625972,591910.84957 6488049.00541)))"
1317,1278,"TACUAREMBO","RINCON DE LA ALDEA","MULTIPOLYGON(((585950.75806 6489909.20975,585948.310885815 6489893.75890028,585941.208909719 6489879.82048739,585930.147322615 6489868.75890028,585916.208909719 6489861.65692419,585900.75806 6489859.20975,585885.307210281 6489861.65692419,585871.368797385 6489868.75890028,585860.307210281 6489879.82048739,585853.205234185 6489893.75890028,585850.75806 6489909.20975,585853.205234185 6489924.66059972,585860.307210281 6489938.59901262,585871.368797385 6489949.66059972,585885.307210281 6489956.76257582,585900.75806 6489959.20975,585916.208909719 6489956.76257582,585930.147322615 6489949.66059972,585941.208909719 6489938.59901262,585948.310885815 6489924.66059972,585950.75806 6489909.20975)))"
1318,1279,"TACUAREMBO","TIERRAS COLORADAS","MULTIPOLYGON(((595424.88242 6485678.82887,595422.435245815 6485663.37802028,595415.333269719 6485649.43960739,595404.271682615 6485638.37802028,595390.333269719 6485631.27604419,595374.88242 6485628.82887,595359.431570281 6485631.27604419,595345.493157385 6485638.37802028,595334.431570281 6485649.43960739,595327.329594185 6485663.37802028,595324.88242 6485678.82887,595327.329594185 6485694.27971972,595334.431570281 6485708.21813262,595345.493157385 6485719.27971972,595359.431570281 6485726.38169582,595374.88242 6485728.82887,595390.333269719 6485726.38169582,595404.271682615 6485719.27971972,595415.333269719 6485708.21813262,595422.435245815 6485694.27971972,595424.88242 6485678.82887)))"
1319,1280,"TACUAREMBO","RINCON DE LA BOLSA","MULTIPOLYGON(((605014.86487 6481399.45907,605012.417695815 6481384.00822028,605005.315719719 6481370.06980739,604994.254132615 6481359.00822028,604980.315719719 6481351.90624418,604964.86487 6481349.45907,604949.414020281 6481351.90624418,604935.475607385 6481359.00822028,604924.414020281 6481370.06980739,604917.312044185 6481384.00822028,604914.86487 6481399.45907,604917.312044185 6481414.90991972,604924.414020281 6481428.84833261,604935.475607385 6481439.90991972,604949.414020281 6481447.01189581,604964.86487 6481449.45907,604980.315719719 6481447.01189581,604994.254132615 6481439.90991972,605005.315719719 6481428.84833261,605012.417695815 6481414.90991972,605014.86487 6481399.45907)))"
1320,1281,"TACUAREMBO","LOS COITINHOS","MULTIPOLYGON(((597136.65245 6478814.02204,597134.205275815 6478798.57119028,597127.103299719 6478784.63277739,597116.041712615 6478773.57119028,597102.103299719 6478766.46921419,597086.65245 6478764.02204,597071.201600281 6478766.46921419,597057.263187385 6478773.57119028,597046.201600281 6478784.63277739,597039.099624185 6478798.57119028,597036.65245 6478814.02204,597039.099624185 6478829.47288972,597046.201600281 6478843.41130261,597057.263187385 6478854.47288972,597071.201600281 6478861.57486582,597086.65245 6478864.02204,597102.103299719 6478861.57486582,597116.041712615 6478854.47288972,597127.103299719 6478843.41130261,597134.205275815 6478829.47288972,597136.65245 6478814.02204)))"
1321,1282,"TACUAREMBO","SAUCE DE TRANQUERAS","MULTIPOLYGON(((601903.6171 6476160.93212,601901.169925815 6476145.48127028,601894.067949719 6476131.54285739,601883.006362615 6476120.48127028,601869.067949719 6476113.37929418,601853.6171 6476110.93212,601838.166250281 6476113.37929418,601824.227837385 6476120.48127028,601813.166250281 6476131.54285739,601806.064274185 6476145.48127028,601803.6171 6476160.93212,601806.064274185 6476176.38296972,601813.166250281 6476190.32138261,601824.227837385 6476201.38296972,601838.166250281 6476208.48494582,601853.6171 6476210.93212,601869.067949719 6476208.48494582,601883.006362615 6476201.38296972,601894.067949719 6476190.32138261,601901.169925815 6476176.38296972,601903.6171 6476160.93212)))"
1322,1283,"TACUAREMBO","BARRIO LIBERTAD","MULTIPOLYGON(((593588.472026751 6490770.7372274,593586.024852565 6490755.28637768,593578.922876469 6490741.34796479,593567.861289365 6490730.28637768,593553.922876469 6490723.18440159,593538.472026751 6490720.7372274,593523.021177032 6490723.18440159,593509.082764136 6490730.28637768,593498.021177032 6490741.34796479,593490.919200936 6490755.28637768,593488.472026751 6490770.7372274,593490.919200936 6490786.18807712,593498.021177032 6490800.12649002,593509.082764136 6490811.18807712,593523.021177032 6490818.29005322,593538.472026751 6490820.7372274,593553.922876469 6490818.29005322,593567.861289365 6490811.18807712,593578.922876469 6490800.12649002,593586.024852565 6490786.18807712,593588.472026751 6490770.7372274)))"
1324,1285,"TACUAREMBO","CERRO BATOVI","MULTIPOLYGON(((594615.68446 6473107.71686,594613.237285815 6473092.26601028,594606.135309719 6473078.32759739,594595.073722615 6473067.26601028,594581.135309719 6473060.16403418,594565.68446 6473057.71686,594550.233610281 6473060.16403418,594536.295197385 6473067.26601028,594525.233610281 6473078.32759739,594518.131634185 6473092.26601028,594515.68446 6473107.71686,594518.131634185 6473123.16770972,594525.233610281 6473137.10612261,594536.295197385 6473148.16770972,594550.233610281 6473155.26968582,594565.68446 6473157.71686,594581.135309719 6473155.26968582,594595.073722615 6473148.16770972,594606.135309719 6473137.10612261,594613.237285815 6473123.16770972,594615.68446 6473107.71686)))"
1326,1287,"TACUAREMBO","MARTINOTE","MULTIPOLYGON(((597613.65169 6472548.67738,597611.204515815 6472533.22653028,597604.102539719 6472519.28811739,597593.040952615 6472508.22653028,597579.102539719 6472501.12455419,597563.65169 6472498.67738,597548.200840281 6472501.12455419,597534.262427385 6472508.22653028,597523.200840281 6472519.28811739,597516.098864185 6472533.22653028,597513.65169 6472548.67738,597516.098864185 6472564.12822972,597523.200840281 6472578.06664262,597534.262427385 6472589.12822972,597548.200840281 6472596.23020582,597563.65169 6472598.67738,597579.102539719 6472596.23020582,597593.040952615 6472589.12822972,597604.102539719 6472578.06664262,597611.204515815 6472564.12822972,597613.65169 6472548.67738)))"
1327,1288,"TACUAREMBO","COYO MARTINEZ","MULTIPOLYGON(((606410.80072 6472057.94038,606408.353545815 6472042.48953028,606401.251569719 6472028.55111738,606390.189982615 6472017.48953028,606376.251569719 6472010.38755418,606360.80072 6472007.94038,606345.349870281 6472010.38755418,606331.411457385 6472017.48953028,606320.349870281 6472028.55111738,606313.247894185 6472042.48953028,606310.80072 6472057.94038,606313.247894185 6472073.39122972,606320.349870281 6472087.32964261,606331.411457385 6472098.39122972,606345.349870281 6472105.49320581,606360.80072 6472107.94038,606376.251569719 6472105.49320581,606390.189982615 6472098.39122972,606401.251569719 6472087.32964261,606408.353545815 6472073.39122972,606410.80072 6472057.94038)))"
1329,1290,"TACUAREMBO","CERROS DE CLARA","MULTIPOLYGON(((610194.72549 6447335.80139,610192.278315815 6447320.35054028,610185.176339719 6447306.41212738,610174.114752615 6447295.35054028,610160.176339719 6447288.24856418,610144.72549 6447285.80139,610129.274640281 6447288.24856418,610115.336227385 6447295.35054028,610104.274640281 6447306.41212738,610097.172664185 6447320.35054028,610094.72549 6447335.80139,610097.172664185 6447351.25223972,610104.274640281 6447365.19065261,610115.336227385 6447376.25223972,610129.274640281 6447383.35421581,610144.72549 6447385.80139,610160.176339719 6447383.35421581,610174.114752615 6447376.25223972,610185.176339719 6447365.19065261,610192.278315815 6447351.25223972,610194.72549 6447335.80139)))"
1330,1291,"TACUAREMBO","LOS CUADRADOS","MULTIPOLYGON(((599940.26897 6440656.45108,599937.821795815 6440641.00023028,599930.719819719 6440627.06181739,599919.658232615 6440616.00023028,599905.719819719 6440608.89825418,599890.26897 6440606.45108,599874.818120281 6440608.89825418,599860.879707385 6440616.00023028,599849.818120281 6440627.06181739,599842.716144185 6440641.00023028,599840.26897 6440656.45108,599842.716144185 6440671.90192972,599849.818120281 6440685.84034261,599860.879707385 6440696.90192972,599874.818120281 6440704.00390582,599890.26897 6440706.45108,599905.719819719 6440704.00390582,599919.658232615 6440696.90192972,599930.719819719 6440685.84034261,599937.821795815 6440671.90192972,599940.26897 6440656.45108)))"
